date,date_survey,governorate_ID,governorate_name,district_ID,district_name,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/no_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/no_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/no_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,exchange_rate_result,_uuid
Feb-19,2/20/2019,YE11,Ibb,YE1119,Al Dhihar,Al-Sabal,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,yes,yes,,375,NaN,,YE18,4,Price Inflation Insecurity and Instability Government Regulations,1,0,0,1,0,1,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,NaN,,yes,no,5,100,200,,yes,yes,80,150,150,,yes,no,110,90,81.81818182,,yes,yes,,500,NaN,,YE11,Wholesaler,8,Price Inflation Liquidity Shortage Shortage of Demand,1,1,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping Station or Borehole,Do not Know,3000,1,5,yes,14000,,Price Inflation Transportation Issues Other (see next question),1,0,0,0,0,0,1,1,0,0,0,yes,550,8aec8a45-d018-4fbe-8895-95b027c20ca5
Feb-19,2/20/2019,YE11,Ibb,YE1119,Al Dhihar,Al-Udain street,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,yes,yes,,375,NaN,,YE18,2,Price Inflation Insecurity and Instability,1,0,0,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,NaN,,yes,no,5,200,400,,yes,yes,80,140,140,,yes,yes,,120,NaN,,yes,yes,,550,NaN,,YE11,Wholesaler,7,Price Inflation Liquidity Shortage Transportation Issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping Station or Borehole,no,2500,3,5,yes,15000,,Price Inflation Liquidity Shortage Other (see next question),1,1,0,0,0,0,0,1,0,0,0,yes,550,a41f18e9-45c7-4010-8556-4956c479dab2
Feb-19,2/20/2019,YE13,Amanat Al Asimah,YE1301,Old City,Al Asimah old city market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,yes,yes,,375,NaN,,YE18,3,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,yes,yes,,120,NaN,,yes,yes,,170,NaN,,yes,yes,80,100,100,,yes,yes,,180,NaN,,yes,yes,,500,NaN,,YE13,Vendor,5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,8,Private,Treatment_Station,yes,1700,1,5,yes,1700,3000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,580,451470e6-9939-4657-98cd-3be4eab7361e
Feb-19,2/20/2019,YE13,Amanat Al Asimah,YE1301,Old City,Al Asimah old city market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,yes,yes,,375,NaN,,YE23,10,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,yes,yes,,150,NaN,,yes,yes,80,100,100,,yes,yes,,150,NaN,,yes,yes,,510,NaN,,YE23,Vendor,5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Public,Treatment_Station,Do_not_know,2000,1,3,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,565,f225d733-e11d-4990-9580-77dcbaf88085
Feb-19,2/20/2019,YE13,Amanat Al Asimah,YE1301,Old City,Al Asimah old city market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,yes,yes,,375,NaN,,YE24,7,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,yes,yes,,150,NaN,,yes,yes,80,100,100,,yes,yes,,120,NaN,,yes,yes,,450,NaN,,YE23,Vendor,2,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,6,Public,Pumping_Station_or_Borehole,yes,2000,1,5,yes,2000,4000,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,560,fff445ba-0c16-4943-bb20-39564c147f25
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1303,Az'zal,Ahmad mohammed al qatie,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Treatment_Station,yes,2000,1,1,no,,,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,no,,8efadae7-0111-4d2c-9c69-dcac91839da8
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1303,Az'zal,Al Baei wholsales,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,70,NaN,,yes,yes,,80,NaN,,yes,yes,80,70,70,,yes,yes,,70,NaN,,yes,yes,,400,NaN,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,0d469a11-283d-462f-b790-ab80c5282723
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1303,Az'zal,Al Jashani for wholsales,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,80,NaN,,no,,,,,,yes,yes,80,100,100,,yes,yes,,80,NaN,,yes,yes,,450,NaN,,YE13,Wholesaler,1,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,5f7f8b35-a1c3-4848-b821-8115d0a2b283
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1303,Az'zal,AL Maqtari shop,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,yes,yes,,120,NaN,,yes,yes,80,130,130,,yes,yes,,100,NaN,,yes,yes,,600,NaN,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,8600ef24-f4d3-4abc-9702-2e73d086f167
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1303,Az'zal,Al Safeyah station,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,yes,yes,,375,NaN,,YE13,1,Supply_shortage,0,0,0,0,1,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,19d6d0a0-4429-4408-bd2c-1801a8572ee1
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1303,Az'zal,Al Salami shops,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,yes,yes,,120,NaN,,yes,yes,80,120,120,,yes,yes,,100,NaN,,yes,yes,,500,NaN,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,52e163d6-e234-4b2e-a4b8-6a26dbb91f73
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1303,Az'zal,Az'zal super market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,80,NaN,,yes,yes,,110,NaN,,yes,yes,80,150,150,,yes,yes,,90,NaN,,yes,yes,,550,NaN,,YE13,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,1583cfa1-d24f-4f81-9736-b6bd11b8169b
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1303,Az'zal,Hussein Abdo,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1950,1,1,no,,,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,no,,f49421fc-c34b-4fd9-911f-2dda4a00c68f
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1304,Assafi'yah,Abu ali al ayashi shop,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,no,,,,,,yes,no,125,120,76.8,,yes,yes,,100,NaN,,yes,yes,,600,NaN,,YE13,Wholesaler,30,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,595,bcbb112b-98ae-4c25-bf8e-3bf04deece1c
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1304,Assafi'yah,Abu Dhabi petrol station,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,yes,yes,,375,NaN,,YE13,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,595,8ff64bc4-d28b-4fac-a256-66a408450fde
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1304,Assafi'yah,Ahmad a jamal water trucking,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,yes,1333,2,5,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,595,a8694f99-3eb2-461e-9998-836e41348eda
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1304,Assafi'yah,Al Banafsaj station for treated water,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,yes,yes,,80,NaN,,no,,,,,,no,,,,,,no,,,,,,YE13,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,595,5f4f9be5-fde0-4e06-8945-20b812324145
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1304,Assafi'yah,Al Namouthageyah station for treated water,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,yes,yes,,80,NaN,,no,,,,,,no,,,,,,no,,,,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,595,0e8b570f-b088-423c-bf35-80a06c9e2c37
